time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Axis 7,Axis 8
0.517,-9.241060863325998,4.09758517277243,10.48779216708901,12.590544830044374,19.680809578486194,4.56016470636948,-23.80410838680894,-30.00359845806598
0.518,-9.286715693327945,4.035804868051855,10.443326072042865,12.587716094521966,19.7473828987872,4.7708226280847095,-23.67161951695567,-30.036984406952453
0.519,-9.33237052332989,3.97402456333128,10.39885997699672,12.584887358999557,19.813956219088205,4.981480549799939,-23.539130647102397,-30.07037035583892
0.52,-9.378025353331836,3.912244258610705,10.354393881950575,12.582058623477149,19.88052953938921,5.192138471515167,-23.40664177724912,-30.10375630472539
0.521,-9.423680183333783,3.8504639538901304,10.309927786904431,12.579229887954739,19.947102859690215,5.402796393230397,-23.274152907395848,-30.137142253611863
0.522,-9.469335013335728,3.7886836491695552,10.265461691858286,12.57640115243233,20.013676179991222,5.613454314945627,-23.141664037542576,-30.170528202498332
0.523,-9.514989843337673,3.7269033444489805,10.220995596812141,12.573572416909922,20.080249500292226,5.824112236660855,-23.009175167689303,-30.2039141513848
0.524,-9.56064467333962,3.665123039728406,10.176529501765996,12.570743681387514,20.146822820593233,6.034770158376085,-22.87668629783603,-30.237300100271273
0.525,-9.606299503341566,3.603342735007831,10.132063406719851,12.567914945865105,20.213396140894236,6.2454280800913144,-22.744197427982755,-30.270686049157742
0.526,-9.651954333343513,3.5415624302872564,10.087597311673708,12.565086210342697,20.279969461195243,6.4560860018065425,-22.611708558129482,-30.30407199804421
0.527,-9.68222509754399,3.4741719341846413,10.034121283746291,12.542572061742476,20.336188342467306,6.649818599846866,-22.43303084021541,-30.320120973745194
0.528,-9.705395523682254,3.404192118982624,9.97648682525829,12.510972337875577,20.387628251879857,6.835739510037236,-22.233035192427124,-30.32816826951441
