time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Axis 7,Axis 8,Left Shoulder-yaw,Left Shoulder-pitch,Left Shoulder-roll,Left Elbow,Right Shoulder-yaw,Right Shoulder-pitch,Right Shoulder-roll,Right Elbow,Left Hip-yaw,Left Hip-pitch,Left Hip-roll,Left Knee,Right Hip-yaw,Right Hip-pitch,Right Hip-roll,Right Knee
0.9,4.482568295588382,13.068712902905467,12.694186708071223,2.0934477142699066,-13.863376333422838,-14.64170088737332,2.8352670159791846,4.271817977839916,-10.833299999999975,3.7780999999999993,64.67190000000001,67.88199999999999,-33.0594,-10.574699999999998,29.8389,83.12160000000002,-16.09539999999999,-4.561170000000001,42.683599999999984,68.665,34.09499999999996,-25.177100000000017,61.56520000000002,31.725000000000055
0.901,4.492380503222045,13.180562077897749,12.783241223559926,2.1147011946843275,-13.938782291519493,-14.743399242818947,2.836799103598261,4.294534839571417,-11.046446999999976,3.788296999999999,64.664871,68.06217999999998,-33.081576,-10.598162999999996,29.828901,82.999434,-16.17004599999999,-4.556883300000001,42.82873399999998,68.51155000000001,34.43654999999997,-25.00493900000001,61.394128000000016,31.24485000000005
0.902,4.5021927108557085,13.292411252890023,12.872295739048628,2.135954675098748,-14.014188249616147,-14.845097598264575,2.838331191217339,4.31725170130292,-11.259593999999979,3.7984939999999994,64.657842,68.24235999999999,-33.103752,-10.621625999999996,29.818902,82.87726800000002,-16.244691999999986,-4.5525966,42.97386799999999,68.35810000000001,34.778099999999974,-24.832778000000012,61.22305600000001,30.764700000000047
0.903,4.512004918489372,13.404260427882305,12.961350254537331,2.1572081555131684,-14.0895942077128,-14.946795953710202,2.8398632788364164,4.339968563034421,-11.47274099999998,3.808690999999999,64.650813,68.42253999999998,-33.125928,-10.645088999999999,29.808903,82.755102,-16.31933799999999,-4.5483099,43.119001999999995,68.20465,35.119649999999965,-24.66061700000001,61.051984000000004,30.28455000000005
0.904,4.521817126123035,13.516109602874584,13.050404770026036,2.178461635927589,-14.165000165809456,-15.048494309155828,2.8413953664554934,4.362685424765923,-11.68588799999998,3.8188879999999994,64.643784,68.60271999999999,-33.148104,-10.668551999999998,29.798904,82.63293600000002,-16.393983999999993,-4.544023200000001,43.26413599999999,68.05120000000001,35.46119999999998,-24.488456000000014,60.88091200000001,29.804400000000047
0.905,4.5316293337566975,13.627958777866862,13.139459285514736,2.1997151163420097,-14.24040612390611,-15.150192664601455,2.842927454074571,4.385402286497424,-11.899034999999984,3.829084999999999,64.63675500000001,68.78289999999998,-33.17028,-10.692014999999996,29.788905,82.51077,-16.46862999999999,-4.5397365,43.40926999999999,67.89775,35.802749999999975,-24.316295000000007,60.709840000000014,29.324250000000045
0.906,4.541441541390362,13.73980795285914,13.22851380100344,2.22096859675643,-14.315812082002765,-15.251891020047085,2.844459541693648,4.408119148228926,-12.112181999999985,3.839282,64.629726,68.96307999999999,-33.192456,-10.715478,29.778906,82.388604,-16.543275999999995,-4.5354498,43.55440399999999,67.74430000000001,36.14429999999997,-24.144134000000008,60.538768000000005,28.844100000000044
0.907,4.551253749024025,13.85165712785142,13.317568316492144,2.2422220771708505,-14.39121804009942,-15.353589375492712,2.8459916293127248,4.430836009960427,-12.325328999999984,3.849478999999999,64.622697,69.14325999999998,-33.214632,-10.738940999999999,29.768907,82.266438,-16.617921999999997,-4.5311631000000006,43.69953799999999,67.59085,36.48584999999998,-23.97197300000001,60.36769600000001,28.36395000000004
0.908,4.561065956657688,13.9635063028437,13.406622831980844,2.2634755575852714,-14.466623998196072,-15.45528773093834,2.847523716931802,4.453552871691929,-12.538475999999989,3.859676,64.615668,69.32343999999999,-33.236808,-10.762403999999998,29.758908,82.144272,-16.692567999999994,-4.5268764,43.84467199999999,67.43740000000001,36.82739999999998,-23.799812000000006,60.19662400000001,27.88380000000004
0.909,4.572143434907169,14.072258461266786,13.491977859907964,2.280871933380829,-14.539664434596345,-15.549592189893364,2.8461780264579835,4.4776549089488045,-12.751622999999988,3.869873,64.60863900000001,69.50361999999998,-33.258984,-10.785867,29.748909,82.022106,-16.767213999999996,-4.5225897,43.989806,67.28395,37.168949999999995,-23.627651000000007,60.025552,27.40365000000004
